,image,image_participant_id,setting,group,estimated_height_cm,estimated_weight_kg,height_cm,weight_kg
2768,154042,5254,2,2,168.55,39.95,166.0,79.9
2769,154042,5254,2,3,175.0,90.8,166.0,79.9
2770,865783,5254,2,2,165.65,74.7,166.0,79.9
2771,865783,5254,2,3,175.0,90.8,166.0,79.9
2772,539355,5254,2,2,157.25,65.22,166.0,79.9
2773,539355,5254,2,3,175.0,90.8,166.0,79.9
2774,418764,5254,2,2,167.81,76.76,166.0,79.9
2775,418764,5254,2,3,175.0,90.8,166.0,79.9
2776,418764,5254,2,4,172.72,78.24,166.0,79.9
2777,490869,5254,2,2,160.21,71.37,166.0,79.9
2778,490869,5254,2,3,175.0,90.8,166.0,79.9
2779,465354,5254,2,2,159.76,76.26,166.0,79.9
2780,465354,5254,2,3,175.0,90.8,166.0,79.9
2781,445660,5254,2,2,160.29,66.92,166.0,79.9
2782,445660,5254,2,3,175.0,90.8,166.0,79.9
2783,445660,5254,2,4,168.91,72.57,166.0,79.9
2784,369839,1708,1,2,162.74,68.65,167.7,108.05
2785,369839,1708,1,3,161.0,78.7,167.7,108.05
2786,369839,1708,1,4,167.64,72.57,167.7,108.05
2787,228212,1708,1,2,162.15,68.06,167.7,108.05
2788,228212,1708,1,3,161.0,78.7,167.7,108.05
2789,228212,1708,1,4,170.18,77.34,167.7,108.05
2790,938341,1708,1,2,160.28,67.17,167.7,108.05
2791,938341,1708,1,3,161.0,78.7,167.7,108.05
2792,938341,1708,1,4,165.1,79.38,167.7,108.05
2793,506294,1708,1,2,162.64,85.94,167.7,108.05
2794,506294,1708,1,3,161.0,78.7,167.7,108.05
2795,506294,1708,1,4,163.83,81.65,167.7,108.05
2796,912897,1708,1,3,161.0,78.7,167.7,108.05
2797,912897,1708,1,4,167.64,71.44,167.7,108.05
2798,607772,1708,3,3,161.0,78.7,167.7,108.05
2799,607772,1708,3,4,165.1,81.19,167.7,108.05
2802,704551,1708,2,2,150.77,104.48,167.7,108.05
2803,704551,1708,2,3,161.0,78.7,167.7,108.05
2804,786033,1708,2,2,166.52,363.95,167.7,108.05
2805,786033,1708,2,3,161.0,78.7,167.7,108.05
2806,786033,1708,2,4,166.37,74.84,167.7,108.05
2807,507072,1708,2,2,155.41,98.0,167.7,108.05
2808,507072,1708,2,3,161.0,78.7,167.7,108.05
2809,235126,1708,2,2,155.91,103.41,167.7,108.05
2810,235126,1708,2,3,161.0,78.7,167.7,108.05
2811,531556,1708,2,2,157.26,115.54,167.7,108.05
2812,531556,1708,2,3,161.0,78.7,167.7,108.05
2813,531556,1708,2,4,172.72,81.65,167.7,108.05
2814,594352,1708,2,2,154.87,94.95,167.7,108.05
2815,594352,1708,2,3,161.0,78.7,167.7,108.05
2816,774588,1708,2,2,151.32,91.12,167.7,108.05
2817,774588,1708,2,3,161.0,78.7,167.7,108.05
2818,774588,1708,2,4,170.18,86.18,167.7,108.05
2819,363233,1708,2,2,163.83,74.19,167.7,108.05
2820,363233,1708,2,3,161.0,78.7,167.7,108.05
2821,277214,1708,2,2,157.91,86.28,167.7,108.05
2822,277214,1708,2,3,161.0,78.7,167.7,108.05
2823,868958,1708,2,2,161.25,60.0,167.7,108.05
2824,868958,1708,2,3,161.0,78.7,167.7,108.05
2825,680413,1708,2,2,157.25,67.3,167.7,108.05
2826,680413,1708,2,3,161.0,78.7,167.7,108.05
2827,680413,1708,2,4,165.1,77.11,167.7,108.05
2828,655342,1708,2,2,154.19,70.24,167.7,108.05
2829,655342,1708,2,3,161.0,78.7,167.7,108.05
2830,485404,1708,2,2,153.9,82.73,167.7,108.05
2831,485404,1708,2,3,161.0,78.7,167.7,108.05
2832,927813,1708,2,2,159.55,64.23,167.7,108.05
2833,927813,1708,2,3,161.0,78.7,167.7,108.05
2834,927813,1708,2,4,166.37,79.38,167.7,108.05
2835,783590,2328,1,2,175.21,81.02,175.8,77.35
2836,783590,2328,1,3,175.0,90.8,175.8,77.35
2837,783590,2328,1,4,180.34,71.67,175.8,77.35
2838,221519,2328,1,2,174.73,80.34,175.8,77.35
2839,221519,2328,1,3,175.0,90.8,175.8,77.35
2840,221519,2328,1,4,172.34,72.57,175.8,77.35
2841,975404,2328,1,2,173.3,82.89,175.8,77.35
2842,975404,2328,1,3,175.0,90.8,175.8,77.35
2843,975404,2328,1,4,176.53,81.19,175.8,77.35
2844,773703,2328,1,2,170.08,76.97,175.8,77.35
2845,773703,2328,1,3,175.0,90.8,175.8,77.35
2846,773703,2328,1,4,173.99,76.43,175.8,77.35
2847,197421,2328,1,2,175.32,81.16,175.8,77.35
2848,197421,2328,1,3,175.0,90.8,175.8,77.35
2849,197421,2328,1,4,171.45,72.57,175.8,77.35
2850,651875,2328,3,3,175.0,90.8,175.8,77.35
2851,651875,2328,3,4,172.72,72.57,175.8,77.35
2854,933741,2328,2,2,166.69,69.12,175.8,77.35
2855,933741,2328,2,3,175.0,90.8,175.8,77.35
2856,259921,2328,2,2,160.09,80.4,175.8,77.35
2857,259921,2328,2,3,175.0,90.8,175.8,77.35
2858,259921,2328,2,4,177.8,77.56,175.8,77.35
2859,289300,2328,2,2,166.21,66.46,175.8,77.35
2860,289300,2328,2,3,175.0,90.8,175.8,77.35
2861,419364,2328,2,2,172.6,79.34,175.8,77.35
2862,419364,2328,2,3,175.0,90.8,175.8,77.35
2863,489958,2328,2,2,158.48,71.55,175.8,77.35
2864,489958,2328,2,3,175.0,90.8,175.8,77.35
2865,489958,2328,2,4,170.18,63.96,175.8,77.35
2866,638802,2328,2,2,168.84,67.82,175.8,77.35
2867,638802,2328,2,3,175.0,90.8,175.8,77.35
2868,716703,2328,2,2,168.1,69.93,175.8,77.35
2869,716703,2328,2,3,175.0,90.8,175.8,77.35
2870,716703,2328,2,4,182.88,69.4,175.8,77.35
2871,909355,2328,2,2,167.09,73.62,175.8,77.35
2872,909355,2328,2,3,175.0,90.8,175.8,77.35
2873,165908,2328,2,2,165.15,65.71,175.8,77.35
2874,165908,2328,2,3,175.0,90.8,175.8,77.35
2875,804172,2328,2,2,156.46,60.35,175.8,77.35
2876,804172,2328,2,3,175.0,90.8,175.8,77.35
2877,403097,2328,2,2,166.77,24.6,175.8,77.35
2878,403097,2328,2,3,175.0,90.8,175.8,77.35
2879,403097,2328,2,4,172.72,72.35,175.8,77.35
2880,967217,2328,2,2,159.45,64.98,175.8,77.35
2881,967217,2328,2,3,175.0,90.8,175.8,77.35
2882,140701,2328,2,2,159.57,73.25,175.8,77.35
2883,140701,2328,2,3,175.0,90.8,175.8,77.35
2884,109031,2328,2,2,161.92,69.5,175.8,77.35
2885,109031,2328,2,3,175.0,90.8,175.8,77.35
2886,109031,2328,2,4,175.26,74.84,175.8,77.35
2887,551000,1758,1,2,162.7,68.47,158.5,52.35
2888,551000,1758,1,3,161.0,78.7,158.5,52.35
2889,551000,1758,1,4,165.1,66.9,158.5,52.35
2890,594131,1758,1,2,162.72,68.44,158.5,52.35
2891,594131,1758,1,3,161.0,78.7,158.5,52.35
2892,594131,1758,1,4,160.02,55.57,158.5,52.35
2893,515008,1758,1,2,162.54,68.57,158.5,52.35
2894,515008,1758,1,3,161.0,78.7,158.5,52.35
2895,515008,1758,1,4,162.56,65.09,158.5,52.35
2896,654950,1758,1,2,164.41,76.83,158.5,52.35
2897,654950,1758,1,3,161.0,78.7,158.5,52.35
2898,654950,1758,1,4,163.83,61.23,158.5,52.35
2899,430340,1758,1,2,160.01,67.24,158.5,52.35
2900,430340,1758,1,3,161.0,78.7,158.5,52.35
2901,430340,1758,1,4,161.29,62.37,158.5,52.35
2902,179360,1758,3,3,161.0,78.7,158.5,52.35
2903,179360,1758,3,4,165.1,68.04,158.5,52.35
2906,755237,1758,2,2,171.75,84.39,158.5,52.35
2907,755237,1758,2,3,161.0,78.7,158.5,52.35
2908,599859,1758,2,2,162.12,76.26,158.5,52.35
2909,599859,1758,2,3,161.0,78.7,158.5,52.35
2910,599859,1758,2,4,162.56,59.42,158.5,52.35
2911,310780,1758,2,2,163.6,67.25,158.5,52.35
2912,310780,1758,2,3,161.0,78.7,158.5,52.35
2913,102854,1758,2,2,166.26,75.73,158.5,52.35
2914,102854,1758,2,3,161.0,78.7,158.5,52.35
2915,189988,1758,2,2,162.0,64.81,158.5,52.35
2916,189988,1758,2,3,161.0,78.7,158.5,52.35
2917,189988,1758,2,4,162.56,63.5,158.5,52.35
2918,526536,1758,2,2,169.75,71.79,158.5,52.35
2919,526536,1758,2,3,161.0,78.7,158.5,52.35
2920,442540,1758,2,2,170.62,83.74,158.5,52.35
2921,442540,1758,2,3,161.0,78.7,158.5,52.35
2922,442540,1758,2,4,167.64,61.23,158.5,52.35
2923,623597,1758,2,2,166.88,63.48,158.5,52.35
2924,623597,1758,2,3,161.0,78.7,158.5,52.35
2925,971828,1758,2,2,163.93,80.19,158.5,52.35
2926,971828,1758,2,3,161.0,78.7,158.5,52.35
2927,214506,1758,2,2,166.33,68.32,158.5,52.35
2928,214506,1758,2,3,161.0,78.7,158.5,52.35
2929,580808,1758,2,2,162.17,62.11,158.5,52.35
2930,580808,1758,2,3,161.0,78.7,158.5,52.35
2931,580808,1758,2,4,165.1,58.97,158.5,52.35
2932,527446,1758,2,2,170.51,67.94,158.5,52.35
2933,527446,1758,2,3,161.0,78.7,158.5,52.35
2934,969069,1758,2,2,166.77,65.58,158.5,52.35
2935,969069,1758,2,3,161.0,78.7,158.5,52.35
2936,739354,1758,2,2,166.25,63.36,158.5,52.35
2937,739354,1758,2,3,161.0,78.7,158.5,52.35
2938,739354,1758,2,4,165.1,58.51,158.5,52.35
2939,954407,8580,1,2,175.23,81.05,167.0,78.55
2940,954407,8580,1,3,175.0,90.8,167.0,78.55
2941,954407,8580,1,4,172.72,68.04,167.0,78.55
2942,321167,8580,1,2,175.35,81.23,167.0,78.55
2943,321167,8580,1,3,175.0,90.8,167.0,78.55
2944,321167,8580,1,4,167.64,71.67,167.0,78.55
2945,756776,8580,1,2,173.7,83.51,167.0,78.55
2946,756776,8580,1,3,175.0,90.8,167.0,78.55
2947,756776,8580,1,4,172.72,72.57,167.0,78.55
2948,949212,8580,1,2,172.95,84.18,167.0,78.55
2949,949212,8580,1,3,175.0,90.8,167.0,78.55
2950,949212,8580,1,4,168.91,72.57,167.0,78.55
2951,407135,8580,1,2,172.44,80.82,167.0,78.55
2952,407135,8580,1,3,175.0,90.8,167.0,78.55
2953,407135,8580,1,4,170.18,71.67,167.0,78.55
2954,610291,8580,3,3,175.0,90.8,167.0,78.55
2955,610291,8580,3,4,171.45,68.04,167.0,78.55
2958,573624,8580,2,2,151.35,74.27,167.0,78.55
2959,573624,8580,2,3,175.0,90.8,167.0,78.55
2960,762176,8580,2,2,165.19,69.19,167.0,78.55
2961,762176,8580,2,3,175.0,90.8,167.0,78.55
2962,762176,8580,2,4,173.99,73.26,167.0,78.55
2963,913078,8580,2,2,154.06,74.78,167.0,78.55
2964,913078,8580,2,3,175.0,90.8,167.0,78.55
2965,765141,8580,2,2,166.29,87.9,167.0,78.55
2966,765141,8580,2,3,175.0,90.8,167.0,78.55
2967,853446,8580,2,2,159.65,78.64,167.0,78.55
2968,853446,8580,2,3,175.0,90.8,167.0,78.55
2969,853446,8580,2,4,167.64,68.72,167.0,78.55
2970,371866,8580,2,2,161.06,76.32,167.0,78.55
2971,371866,8580,2,3,175.0,90.8,167.0,78.55
2972,870097,8580,2,2,162.78,72.33,167.0,78.55
2973,870097,8580,2,3,175.0,90.8,167.0,78.55
2974,560223,8580,2,2,164.64,55.68,167.0,78.55
2975,560223,8580,2,3,175.0,90.8,167.0,78.55
2976,123219,8580,2,2,163.07,68.75,167.0,78.55
2977,123219,8580,2,3,175.0,90.8,167.0,78.55
2978,365489,8580,2,2,158.98,59.99,167.0,78.55
2979,365489,8580,2,3,175.0,90.8,167.0,78.55
2980,283105,8580,2,2,157.71,49.95,167.0,78.55
2981,283105,8580,2,3,175.0,90.8,167.0,78.55
2982,283105,8580,2,4,177.8,77.11,167.0,78.55
2983,373423,8580,2,2,159.26,74.28,167.0,78.55
2984,373423,8580,2,3,175.0,90.8,167.0,78.55
2985,458733,8580,2,2,164.16,77.05,167.0,78.55
2986,458733,8580,2,3,175.0,90.8,167.0,78.55
2987,826966,8580,2,2,162.14,50.2,167.0,78.55
2988,826966,8580,2,3,175.0,90.8,167.0,78.55
2989,826966,8580,2,4,177.8,72.57,167.0,78.55
